Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [143] __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [243] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl::~_Vector_impl() [59] std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long)
 [144] __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [244] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_deallocate(std::vector<bool, std::allocator<bool> >*, unsigned long) [27] std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
 [131] __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&) [274] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_create_storage(unsigned long) [337] std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool)
 [145] __gnu_cxx::new_allocator<unsigned long>::new_allocator() [239] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data const&) [24] std::vector<bool, std::allocator<bool> >::at(unsigned long)
 [126] __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [275] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data&) [5] std::vector<bool, std::allocator<bool> >::begin()
 [286] __gnu_cxx::__alloc_traits<std::allocator<std::vector<bool, std::allocator<bool> > >, std::vector<bool, std::allocator<bool> > >::_S_select_on_copy(std::allocator<std::vector<bool, std::allocator<bool> > > const&) [240] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data::_Vector_impl_data() [77] std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&)
 [153] __gnu_cxx::__alloc_traits<std::allocator<unsigned long>, unsigned long>::_S_select_on_copy(std::allocator<unsigned long> const&) [230] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_get_Tp_allocator() [25] std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&)
 [188] __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge* const&) [311] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_base(std::allocator<std::vector<bool, std::allocator<bool> > > const&) [78] std::vector<bool, std::allocator<bool> >::vector(unsigned long, std::allocator<bool> const&)
 [109] __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator++() [276] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_base(unsigned long, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [67] std::vector<bool, std::allocator<bool> >::~vector()
 [262] __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge const* const&) [312] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_base() [3] std::vector<bool, std::allocator<bool> >::operator[](unsigned long)
 [263] __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >::__normal_iterator(std::vector<bool, std::allocator<bool> > const* const&) [245] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::~_Vector_base() [338] std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&)
 [183] __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >::operator++() [313] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [339] std::vector<unsigned int, std::allocator<unsigned int> >::_S_check_init_len(unsigned long, std::allocator<unsigned int> const&)
 [287] bool __gnu_cxx::operator==<Edge const*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > > const&) [314] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::allocator<unsigned int> const&) [340] std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_initialize(unsigned long, unsigned int const&)
 [213] __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::difference_type __gnu_cxx::operator-<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [315] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl() [341] std::vector<unsigned int, std::allocator<unsigned int> >::vector(unsigned long, unsigned int const&, std::allocator<unsigned int> const&)
 [106] bool __gnu_cxx::operator!=<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [316] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [342] std::vector<unsigned int, std::allocator<unsigned int> >::~vector()
 [182] bool __gnu_cxx::operator!=<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > > const&) [317] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_create_storage(unsigned long) [103] std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long)
   [2] Graph::getEulerianCircle() const [318] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl_data::_Vector_impl_data() [26] void std::_Construct<std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > const&>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > const&)
 [187] __gnu_cxx::new_allocator<Edge>::_M_max_size() const [277] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [343] unsigned int* std::__fill_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&, std::random_access_iterator_tag)
 [190] __gnu_cxx::new_allocator<Edge>::max_size() const [319] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base(unsigned long, std::allocator<unsigned int> const&) [133] std::vector<bool, std::allocator<bool> >* std::__addressof<std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >&)
 [222] __gnu_cxx::new_allocator<unsigned int*>::_M_max_size() const [320] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [129] unsigned long* std::__addressof<unsigned long>(unsigned long&)
 [247] __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::_M_max_size() const [7] std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [219] unsigned int** std::__miter_base<unsigned int**>(unsigned int**)
 [288] __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::max_size() const [60] std::_Bit_iterator::_Bit_iterator() [134] unsigned long* std::__miter_base<unsigned long*>(unsigned long*)
 [137] __gnu_cxx::new_allocator<unsigned int>::_M_max_size() const [8] std::_Bit_iterator::operator+=(long) [135] std::_Bit_const_iterator std::__miter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator)
 [171] __gnu_cxx::new_allocator<unsigned int>::max_size() const [44] std::_Bit_iterator::operator++() [185] Edge* std::__niter_base<Edge*>(Edge*)
 [146] __gnu_cxx::new_allocator<unsigned long>::_M_max_size() const [149] std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [202] unsigned int** std::__niter_base<unsigned int**>(unsigned int**)
  [94] __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::base() const [62] std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [128] unsigned long* std::__niter_base<unsigned long*>(unsigned long*)
 [110] __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator*() const [150] std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [158] std::_Bit_iterator std::__niter_base<std::_Bit_iterator>(std::_Bit_iterator)
 [264] __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::base() const [63] std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [136] std::_Bit_const_iterator std::__niter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator)
 [139] __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >::base() const [64] std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [232] unsigned int** std::__niter_wrap<unsigned int**>(unsigned int** const&, unsigned int**)
 [184] __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >::operator*() const [61] std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [159] unsigned long* std::__niter_wrap<unsigned long*>(unsigned long* const&, unsigned long*)
 [166] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [130] std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [160] std::_Bit_iterator std::__niter_wrap<std::_Bit_iterator>(std::_Bit_iterator const&, std::_Bit_iterator)
 [214] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_map_allocator() const [65] std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [199] Edge* std::__relocate_a<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&)
